0.014245,0.857143,0,0.031008,0.099617,0.000048,0.004484,0.101266,0.018692,0.25,0.030412,1,0.058824,0.993939,0.466667,0,0,0.134074,0.02994,0.069767,0
0.019943,0.714286,0,0.023256,0.068966,0.000072,0.008969,0.075949,0.004673,0.394444,0.041561,1,0,0.991111,0.5,0.6,0.238095,0.128571,0.035928,0.064782,0
0.048433,0,0,0.01938,0.032567,0.00326,0.017937,0.012658,0.079439,1,0.001312,0,0,0,0.394958,0,0,0,0.005988,0.034884,0
0.022792,0,0.052632,0.069767,0.051724,0,0.071749,0.037975,0.037383,0.261905,0.012624,0.333333,0,0,0.35,0,0,0.033333,0.017964,0.052326,0
0.11396,0.428571,0,0.054264,0.203065,0.014528,0.022422,0.177215,0.168224,0.464615,0.090089,0.88,0.176471,0.943066,0.125,0.6,0.809524,0.047917,0.185629,0.073256,1
0.005698,0.142857,0,0.062016,0.051724,0.000024,0.004484,0.189873,0.004673,1,0.018526,0,0,0.947368,0.625,0.2,0.047619,0.208333,0.005988,0.017442,0
0.005698,0,0,0.015504,0.003831,0.000024,0.017937,0.025316,0.009346,1,0.000082,0,0,0,1,0,0,0,0.005988,0.034884,0
0.008547,0,0,0.050388,0.065134,0.000024,0.008969,0.164557,0.014019,0.25,0.018526,1,0,0,0.555556,0,0,0.137654,0.107784,0.220929,0
0.022792,0.142857,0,0.034884,0.10728,0.000288,0.013453,0.101266,0.018692,0.385714,0.03156,1,0,0.897059,0.3125,0,0,0.086343,0.08982,0.100291,0
0.008547,0.142857,0,0.015504,0.017241,0.000024,0.004484,0.037975,0,0.25,0.005738,1,0,0.777778,0.444444,0.2,0.095238,0.041358,0.035928,0.081394,0
0.065527,0,0,0.131783,0.226054,0.00573,0.004484,0.417722,0.028037,0.48,0.167965,0,0.294118,0,0.157005,0,0,0.161192,0.107784,0.188068,0
0.102564,0,0.105263,0.155039,0.168582,0.012802,0.143498,0.189873,0.140187,0.489683,0.059349,0.277778,0,0,0.221978,0,0,0.034516,0.041916,0.054265,1
0.011396,0,0,0.007752,0.028736,0,0.004484,0.012658,0.014019,0.166667,0.004345,1,0,0,0.75,0,0,0.022685,0.023952,0.052326,0
0.014245,0,0,0.015504,0.032567,0,0.017937,0.025316,0.018692,0.1875,0.010575,0.5,0,0,0.533333,0,0,0.045556,0.023952,0.069767,0
0.034188,0,0,0.011628,0.047893,0,0.008969,0.012658,0,0.218182,0.017788,1,0,0,0.395833,0,0,0.031019,0.017964,0.04651,0
0.005698,0,0,0.007752,0.005747,0.000024,0.008969,0,0,0.5,0.00123,0,0,0,0.75,0,0,0.011111,0,0,0
0.011396,0,0,0.01938,0.007663,0.000144,0.022422,0,0.018692,1,0.000246,0,0,0,1,0,0,0,0.005988,0.034884,0
0.014245,0.285714,0,0.015504,0.034483,0.000192,0,0.050633,0.023364,0.1875,0.014345,1,0.117647,0.818182,0.366667,0.4,0.142857,0.061111,0.041916,0.090698,0
0.037037,0,0,0.050388,0.024904,0.00187,0.058296,0,0.060748,1,0.000984,0,0,0,0.430769,0,0,0,0.005988,0.034884,0
0.031339,0,0,0.027132,0.042146,0.001031,0.017937,0.050633,0.042056,0.375926,0.029757,0,0.235294,0,0.533333,0,0,0.054882,0.02994,0.050738,1
0.025641,0.571429,0,0.042636,0.111111,0.000479,0.044843,0.101266,0.009346,0.4375,0.025166,0.666667,0.117647,0.987897,0.296296,0,0,0.060288,0.005988,0.031008,1
0.034188,0.714286,0,0.046512,0.118774,0.000911,0.017937,0.151899,0.004673,0.4,0.027297,1,0.058824,0.983824,0.25,0.8,0.571429,0.04892,0.023952,0.058141,1
0.031339,0,0,0.007752,0.032567,0,0.008969,0,0.037383,0.125,0.031314,1,0,0,0.436364,0,0,0.061953,0.023952,0.063426,0
0.051282,0.571429,0,0.065891,0.187739,0.002949,0.017937,0.21519,0.014019,0.392157,0.052299,1,0.176471,0.972713,0.194444,0.6,0.190476,0.063272,0.08982,0.0969,0
0.031339,0.714286,0,0.031008,0.101533,0.000599,0.008969,0.101266,0.004673,0.358333,0.028527,1,0,0.985272,0.5,0.6,0.238095,0.055892,0.035928,0.066596,0
0.002849,0.142857,0,0.046512,0.003831,0,0.044843,0.025316,0.004673,1,0.000328,0,0,1,1,0,0,0.007407,0,0,0
0.054131,0,0,0.050388,0.189655,0.001462,0.017937,0.139241,0.042056,0.361111,0.063612,0.777778,0,0,0.111111,0,0,0.073002,0.083832,0.100978,0
0.088319,0,0,0.011628,0.084291,0.003332,0.013453,0,0.116822,0.235294,0.105091,0.705882,0,0,0.301075,0,0,0.073775,0.041916,0.050637,0
0.037037,0.714286,0,0.034884,0.072797,0.001486,0.022422,0.101266,0.042056,0.40625,0.014427,1,0.117647,0.981735,0.307692,0.6,0.142857,0.022792,0.011976,0.034884,1
0.025641,0,0.052632,0.031008,0.022989,0.000671,0.017937,0.050633,0.028037,0.375,0.007378,1,0.176471,0,0.37037,0,0,0.016255,0.017964,0.04651,0
0.008547,0,0,0.042636,0.055556,0.000072,0.008969,0.139241,0.014019,1,0.012788,0,0,0,0.666667,0,0,0.095062,0.05988,0.127908,0
0.017094,0,0.026316,0.03876,0.030651,0.000264,0.040359,0.012658,0.018692,0.564286,0.014919,0,0.117647,0,0.32,0,0,0.045988,0.011976,0.029069,1
0.014245,0.714286,0,0.031008,0.086207,0,0.022422,0.075949,0.004673,0.402778,0.025986,1,0.058824,0.994056,0.5,0.6,0.238095,0.112593,0.035928,0.090698,0
0.008547,0,0,0.112403,0.005747,0.000072,0.130045,0,0.014019,0.75,0.000246,0,0,0,0.833333,0,0,0,0.005988,0.034884,0
0.037037,0,0.078947,0.050388,0.065134,0.001247,0.044843,0.050633,0.046729,0.40625,0.01369,0.5,0,0,0.178571,0.2,0.047619,0.02151,0.023952,0.050982,0
0.065527,0.571429,0,0.147287,0.216475,0.003668,0.139013,0.227848,0.056075,0.451923,0.092303,0.923077,0.117647,0.967407,0.173913,0.2,0.333333,0.086795,0.113772,0.107686,0
0.037037,0,0,0.065891,0.057471,0.000623,0.053812,0.075949,0.060748,0.366667,0.022707,1,0.176471,0,0.338462,0,0,0.037037,0.02994,0.077819,1
0.031339,0,0,0.042636,0.109195,0.000551,0.013453,0.101266,0.03271,0.266667,0.041971,1,0,0,0.35,0,0,0.084007,0.017964,0.041226,0
0.042735,0,0,0.042636,0.095785,0.002517,0.03139,0.063291,0.065421,0.535714,0.073367,0.375,0,0,0.304762,0,0,0.107778,0.185629,0.258139,1
0.014245,0,0,0.011628,0.022989,0,0.008969,0.012658,0.014019,0.234375,0.022215,1,0,0,0.6,0,0,0.095926,0.05988,0.132558,0
