0.023077,0.428571,0,0.00578,0.01023,0.000135,0,0.014706,0.016393,0.714286,0.437895,0,0,0.97619,1,0,0,0.494271,0.007246,0.016315,1
0.038462,0.285714,0,0.115607,0.084399,0,0,0.294118,0.032787,0.25,0.04117,1,0.0625,0.933333,0.333333,0.4,0.212121,0.027018,0.043478,0.088112,0
0.1,0,0,0.063584,0.138107,0.01028,0.00641,0.147059,0.07377,0.4375,0.086784,0.5,0.0625,0,0.208333,0,0,0.021767,0.036232,0.094138,1
0.215385,0.285714,0,0.069364,0.265985,0.030028,0.00641,0.161765,0.139344,0.427984,0.580117,0.888889,0.3125,0.866667,0.196296,0.4,0.787879,0.069744,0.021739,0.055946,1
0.030769,0.857143,0,0.040462,0.033248,0.000812,0,0.102941,0.02459,1,0.018947,0,0,0.96,0.5,0.6,0.242424,0.015388,0.007246,0.036713,1
0.238462,0.285714,0.068966,0.127168,0.199488,0.032328,0.070513,0.191176,0.213115,0.366667,0.25614,0.4,0.125,0.641975,0.180108,0.4,0.272727,0.027307,0.123188,0.15001,1
0,0,0,0.011561,0,0,0.012821,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.061538,0.428571,0.310345,0.104046,0.053708,0.001082,0.057692,0.132353,0.032787,1,0.025731,0,0,0.872727,0.5,0.4,0.151515,0.010192,0.014493,0.05507,1
0.023077,0.428571,0,0.00578,0.01023,0.000135,0,0.014706,0.016393,0.711538,0.881637,0,0,0.97619,1,0,0,1,0.007246,0.016315,0
0.569231,0.285714,0.068966,0.271676,0.304348,0.343433,0.237179,0.25,0.57377,0.483026,0.265731,0.913043,0.25,0.728625,0.073443,0.6,0.575758,0.011223,0.115942,0.089962,1
0.046154,0,0,0.098266,0.130435,0.002029,0,0.25,0.02459,0.6,0.086082,1,0,0,0.5,0,0,0.048095,0.007246,0.040791,1
0.015385,0.285714,0.068966,0.057803,0.02046,0.000135,0.044872,0.073529,0.008197,1,0.010292,0,0,0.986111,0.5,0,0,0.016787,0.021739,0.073426,0
0.015385,0.285714,0,0.017341,0.015345,0,0,0.044118,0.016393,0,0.00655,1,0.0625,0.952381,0.666667,0.2,0.060606,0.009992,0.021739,0.073426,0
0.030769,0.285714,0,0.046243,0.02046,0.000812,0.00641,0.102941,0.02459,0.5,0.007018,1,0,0.952381,0.4,0.4,0.121212,0.004796,0.007246,0.036713,0
0.315385,0.285714,0,0.017341,0.143223,0.110104,0.012821,0.014706,0.336066,1,0.037661,0,0,0.74,0.153846,0.4,0.181818,0.00234,0.007246,0.046562,0
0.246154,0.428571,0.068966,0.098266,0.214834,0.047883,0.038462,0.176471,0.229508,0.44086,0.15345,1,0.125,0.866953,0.180556,0.6,0.575758,0.015363,0.072464,0.090256,1
0.061538,0.142857,0,0.098266,0.074169,0,0.108974,0,0.065574,0.142857,0.027836,0,0,0.666667,0.34375,0,0,0.010991,0.014493,0.048951,0
0.053846,0.428571,0,0.109827,0.097187,0.000947,0,0.279412,0.040984,0.229167,0.064327,1,0.0625,0.941176,0.285714,0.6,0.393939,0.030147,0.086957,0.160838,0
0.192308,0.285714,0,0.034682,0.12532,0,0.025641,0.044118,0.204918,0.260417,0.037661,0.5,0.0625,0.890909,0.253333,0.2,0.030303,0.004285,0.014493,0.048951,1
0.015385,0,0,0.075145,0.079284,0,0.00641,0.191176,0,0.071429,0.05076,0.928571,0.5625,0,1,0,0,0.080336,0.021739,0.073426,0
0.030769,0,0,0.011561,0.015345,0,0.012821,0,0.032787,0.208333,0.020351,1,0,0,1,0,0,0.015787,0.014493,0.048951,1
0.1,0,0.034483,0.075145,0.089514,0.007845,0.064103,0.044118,0.106557,0.333333,0.060819,0,0,0,0.307692,0,0,0.015126,0.07971,0.097902,1
0.823077,0,0.034483,0.011561,0.299233,0.767077,0.00641,0.014706,0.877049,1,0.151579,0,0,0,0.19107,0,0,0.004042,0.007246,0.048496,1
0.023077,0.428571,0,0.00578,0.01023,0.000135,0,0.014706,0.016393,0.65,0.204678,0,0,0.97619,1,0,0,0.231015,0.007246,0.016315,0
0.007692,0,0,0.028902,0.002558,0,0.019231,0.029412,0.008197,1,0.000234,0,0,0,1,0,0,0,0.007246,0.048951,1
0.069231,0,0,0.046243,0.030691,0,0.051282,0,0.057377,0.203125,0.027368,1,0,0,0.5,0.2,0.060606,0.009237,0.028986,0.054389,0
0.038462,0.285714,0.62069,0.109827,0.040921,0.001082,0.121795,0,0.02459,0.611842,0.099181,0,0,0.926829,0.416667,0,0,0.063949,0.021739,0.048951,1
0.046154,0.285714,0,0.121387,0.099744,0,0,0.308824,0.040984,0.2,0.047018,1,0.125,0.918033,0.361111,0.2,0.212121,0.025713,0.021739,0.081587,1
0.023077,0,0,0.057803,0.117647,0.000406,0,0.147059,0.02459,1,0.060117,0,0,0,0.466667,0,0,0.067679,0.007246,0.032636,1
0.046154,0.428571,0,0.196532,0.122762,0.000135,0.064103,0.411765,0.040984,1,0.065965,0,0,0.938272,0.4,0.4,0.393939,0.036771,0.057971,0.179489,1
0.023077,0,0,0.011561,0.015345,0,0,0.029412,0.02459,0,0.005614,0,0.0625,0,0.666667,0,0,0.005329,0.007246,0.032636,0
0.423077,0,0.172414,0.560694,0.296675,0.148925,0.474359,0.632353,0.081967,0.456019,0.25848,1,0.375,0,0.149691,0,0,0.015086,0.130435,0.106801,0
0.215385,0.285714,0,0.242775,0.15601,0.050047,0.083333,0.5,0.213115,0.5,0.124678,0,0,0.564516,0.181548,0.2,0.090909,0.014388,0.072464,0.089159,0
0.023077,0.285714,0,0.034682,0.017903,0.000135,0.00641,0.073529,0.02459,1,0.009825,0,0,0.953488,0.833333,0.2,0.181818,0.010392,0.007246,0.032636,0
0.023077,0.428571,0,0.075145,0.012788,0.000406,0.083333,0,0.02459,1,0.003743,0,0,1,0.555556,0,0,0.003464,0,0,0
0.115385,0,0,0.075145,0.066496,0.000135,0.076923,0.029412,0.114754,0.276786,0.111579,1,0.0625,0,0.383333,0,0,0.024407,0.043478,0.120747,0
0.084615,0.142857,0.034483,0.057803,0.074169,0.007169,0.044872,0.044118,0.090164,0.4,0.02924,1,0,0.714286,0.327273,0.2,0.151515,0.008212,0.028986,0.071199,1
