f1,f4,f5,f6,f8,f9,f10,f11,f15,f19,class
0.012315,0.04918,0.042596,0.000918,0.169492,0.020725,1,0.005363,0.333333,0.059524,0
0.027094,0.032787,0.077079,0.001714,0.101695,0.005181,0.198864,0.024153,0.5,0.02381,1
0.03202,0.147541,0.217039,0.004224,0.474576,0.041451,0.434615,0.030867,0.174603,0.107143,1
0.002463,0.005464,0.010142,0.000061,0.033898,0.010363,1,0.003547,0.625,0.059524,0
0.009852,0.021858,0.054767,0,0.067797,0.005181,0.354167,0.014188,0.5,0.035714,1
0.002463,0,0.006085,0.000061,0.016949,0.010363,1,0.000633,0.75,0.02381,0
0.002463,0.054645,0.064909,0.000061,0.186441,0.010363,1,0.008656,0.75,0.190476,0
0.017241,0.010929,0.064909,0.001714,0.033898,0.036269,1,0.005996,0.5,0.035714,1
0.014778,0.191257,0.01217,0.001286,0,0.036269,1,0.000253,0.52381,0.011905,0
0.017241,0.021858,0.060852,0.001224,0.067797,0.005181,0.380952,0.004983,0.5,0.011905,0
0.014778,0.027322,0.03854,0,0.084746,0.020725,0.351852,0.01461,0.371429,0.095238,1
0.009852,0.016393,0.099391,0.000122,0.050847,0.020725,0.305556,0.022464,0.4,0.083333,0
0.009852,0.021858,0.056795,0.000122,0.067797,0.020725,0.28125,0.008276,0.466667,0.095238,1
0.366995,0.63388,0.681542,0.632897,0.779661,0.601036,0.468267,0.193903,0.080909,0.357143,1
0.03202,0.071038,0.190669,0.001286,0.152542,0.041451,0.346154,0.041044,0.589744,0.130952,1
0.024631,0.038251,0.107505,0,0.118644,0.051813,0.3125,0.022802,0.30303,0.25,1
0.004926,0.021858,0.046653,0.000061,0.067797,0.005181,0.25,0.015624,1,0.035714,1
0.012315,0,0.010142,0.000918,0,0.031088,1,0.000211,0.75,0.011905,0
0.608374,0.377049,0.975659,1,0.627119,1,0.439585,0.384469,0.076316,0.345238,1
0.002463,0.043716,0.010142,0.000061,0.101695,0.005181,0.5,0.002238,0.666667,0.011905,0
0.007389,0.016393,0.020284,0.000367,0.033898,0.020725,0.333333,0.001478,0.5,0.02381,0
0.024631,0.060109,0.125761,0.001653,0.135593,0.005181,0.3875,0.023562,0.363636,0.107143,0
0.002463,0.038251,0.014199,0.000061,0.118644,0.005181,1,0.002069,0.625,0.011905,0
0.004926,0.043716,0.036511,0.000184,0.152542,0.010363,0.5,0.002238,0.333333,0.035714,1
0.012315,0.163934,0.026369,0.000429,0.016949,0.031088,0.3,0.002027,0.583333,0.011905,1
0.03202,0.054645,0.154158,0.003122,0.169492,0.005181,0.408654,0.021746,0.5,0.035714,0
0.004926,0.021858,0.052738,0.000184,0.084746,0.015544,0.5,0.004603,0.666667,0.011905,0
0.093596,0.147541,0.312373,0.031648,0.440678,0.041451,0.414004,0.075458,0.210526,0.166667,1
0.004926,0.021858,0.020284,0,0.067797,0,0,0.003631,0.444444,0.083333,0
0.019704,0.016393,0.034483,0,0.016949,0.041451,0.507813,0.015497,0.40625,0.02381,0
0.009852,0.032787,0.046653,0,0.101695,0.015544,0.3125,0.004138,0.6,0.047619,0
