f1,f4,f5,f6,f8,f9,f10,f11,f15,f19,class
0.014245,0.031008,0.099617,0.000048,0.101266,0.018692,0.25,0.030412,0.466667,0.02994,0
0.019943,0.023256,0.068966,0.000072,0.075949,0.004673,0.394444,0.041561,0.5,0.035928,0
0.048433,0.01938,0.032567,0.00326,0.012658,0.079439,1,0.001312,0.394958,0.005988,0
0.022792,0.069767,0.051724,0,0.037975,0.037383,0.261905,0.012624,0.35,0.017964,0
0.11396,0.054264,0.203065,0.014528,0.177215,0.168224,0.464615,0.090089,0.125,0.185629,1
0.005698,0.062016,0.051724,0.000024,0.189873,0.004673,1,0.018526,0.625,0.005988,0
0.005698,0.015504,0.003831,0.000024,0.025316,0.009346,1,0.000082,1,0.005988,0
0.008547,0.050388,0.065134,0.000024,0.164557,0.014019,0.25,0.018526,0.555556,0.107784,0
0.022792,0.034884,0.10728,0.000288,0.101266,0.018692,0.385714,0.03156,0.3125,0.08982,0
0.008547,0.015504,0.017241,0.000024,0.037975,0,0.25,0.005738,0.444444,0.035928,0
0.065527,0.131783,0.226054,0.00573,0.417722,0.028037,0.48,0.167965,0.157005,0.107784,0
0.102564,0.155039,0.168582,0.012802,0.189873,0.140187,0.489683,0.059349,0.221978,0.041916,1
0.011396,0.007752,0.028736,0,0.012658,0.014019,0.166667,0.004345,0.75,0.023952,0
0.014245,0.015504,0.032567,0,0.025316,0.018692,0.1875,0.010575,0.533333,0.023952,0
0.034188,0.011628,0.047893,0,0.012658,0,0.218182,0.017788,0.395833,0.017964,0
0.005698,0.007752,0.005747,0.000024,0,0,0.5,0.00123,0.75,0,0
0.011396,0.01938,0.007663,0.000144,0,0.018692,1,0.000246,1,0.005988,0
0.014245,0.015504,0.034483,0.000192,0.050633,0.023364,0.1875,0.014345,0.366667,0.041916,0
0.037037,0.050388,0.024904,0.00187,0,0.060748,1,0.000984,0.430769,0.005988,0
0.031339,0.027132,0.042146,0.001031,0.050633,0.042056,0.375926,0.029757,0.533333,0.02994,1
0.025641,0.042636,0.111111,0.000479,0.101266,0.009346,0.4375,0.025166,0.296296,0.005988,1
0.034188,0.046512,0.118774,0.000911,0.151899,0.004673,0.4,0.027297,0.25,0.023952,1
0.031339,0.007752,0.032567,0,0,0.037383,0.125,0.031314,0.436364,0.023952,0
0.051282,0.065891,0.187739,0.002949,0.21519,0.014019,0.392157,0.052299,0.194444,0.08982,0
0.031339,0.031008,0.101533,0.000599,0.101266,0.004673,0.358333,0.028527,0.5,0.035928,0
0.002849,0.046512,0.003831,0,0.025316,0.004673,1,0.000328,1,0,0
0.054131,0.050388,0.189655,0.001462,0.139241,0.042056,0.361111,0.063612,0.111111,0.083832,0
0.088319,0.011628,0.084291,0.003332,0,0.116822,0.235294,0.105091,0.301075,0.041916,0
0.037037,0.034884,0.072797,0.001486,0.101266,0.042056,0.40625,0.014427,0.307692,0.011976,1
0.025641,0.031008,0.022989,0.000671,0.050633,0.028037,0.375,0.007378,0.37037,0.017964,0
0.008547,0.042636,0.055556,0.000072,0.139241,0.014019,1,0.012788,0.666667,0.05988,0
0.017094,0.03876,0.030651,0.000264,0.012658,0.018692,0.564286,0.014919,0.32,0.011976,1
0.014245,0.031008,0.086207,0,0.075949,0.004673,0.402778,0.025986,0.5,0.035928,0
0.008547,0.112403,0.005747,0.000072,0,0.014019,0.75,0.000246,0.833333,0.005988,0
0.037037,0.050388,0.065134,0.001247,0.050633,0.046729,0.40625,0.01369,0.178571,0.023952,0
0.065527,0.147287,0.216475,0.003668,0.227848,0.056075,0.451923,0.092303,0.173913,0.113772,0
0.037037,0.065891,0.057471,0.000623,0.075949,0.060748,0.366667,0.022707,0.338462,0.02994,1
0.031339,0.042636,0.109195,0.000551,0.101266,0.03271,0.266667,0.041971,0.35,0.017964,0
0.042735,0.042636,0.095785,0.002517,0.063291,0.065421,0.535714,0.073367,0.304762,0.185629,1
0.014245,0.011628,0.022989,0,0.012658,0.014019,0.234375,0.022215,0.6,0.05988,0
0.045584,0.434109,0.095785,0.001486,0.025316,0.03271,0.443137,0.037298,0.142857,0.041916,0
0.011396,0.011628,0.009579,0.000144,0.025316,0.014019,0.5,0.001148,0.533333,0.005988,0
0.014245,0.011628,0.055556,0.000192,0.037975,0.014019,0.3125,0.008853,1,0.005988,0
0.031339,0.027132,0.05364,0.000599,0.075949,0.042056,0.375,0.013116,0.386364,0.02994,0
0.019943,0.027132,0.078544,0.000503,0.063291,0.028037,1,0.017952,0.5,0.005988,0
0.068376,0.034884,0.153257,0.005754,0.088608,0.03271,0.424901,0.046151,0.162879,0.041916,0
0.165242,0.476744,0.333333,0.038861,0.253165,0.242991,0.472222,0.15657,0.097007,0.095808,1
0.008547,0.027132,0.022989,0.000024,0.012658,0.014019,0.583333,0.021313,0.333333,0.508982,1
0.022792,0.01938,0.059387,0.000479,0.050633,0.004673,0.380952,0.009837,0.5,0.005988,0
0.017094,0.023256,0.017241,0.00036,0.037975,0.028037,1,0.002705,0.611111,0.011976,0
0.05698,0.069767,0.16092,0.002829,0.227848,0.023364,0.410526,0.040823,0.33,0.071856,1
0.008547,0.011628,0.015326,0,0,0.014019,0,0.001885,0.666667,0.005988,0
0.037037,0.003876,0.038314,0.000719,0.012658,0.042056,0.402778,0.009345,0.269231,0.011976,0
0.076923,0.143411,0.183908,0.00525,0.329114,0.084112,0.436538,0.075908,0.211538,0.035928,0
0.008547,0.046512,0.034483,0.000072,0.151899,0.014019,1,0.007214,0.666667,0.023952,0
0.025641,0.023256,0.034483,0,0.012658,0.037383,0.507813,0.030084,0.40625,0.011976,0
0.02849,0.054264,0.139847,0.000695,0.151899,0.004673,0.452381,0.029265,0.233333,0.011976,0
0.019943,0.023256,0.099617,0.000024,0.075949,0.018692,0.357143,0.027871,0.2,0.065868,0
0.031339,0.085271,0.109195,0.001271,0.265823,0.004673,0.4,0.037216,0.409091,0.005988,0
0.011396,0.05814,0.042146,0.000144,0.164557,0.004673,1,0.009673,0.4375,0.005988,0
0.022792,0.050388,0.032567,0.000527,0,0.018692,0.5,0.013034,0.5,0.047904,0
0.034188,0.089147,0.185824,0.000767,0.265823,0.023364,0.402597,0.046561,0.263889,0.065868,1
0.031339,0.011628,0.032567,0,0,0.046729,0.05,0.042053,0.4,0.065868,0
0.008547,0.042636,0.032567,0.000072,0.126582,0.009346,1,0.012132,0.5,0.005988,0
0.051282,0.05814,0.229885,0.002805,0.151899,0.046729,0.376471,0.073449,0.171717,0.095808,0
0.017094,0.031008,0.068966,0.000024,0.088608,0.014019,0.333333,0.01787,0.3,0.047904,0
0.068376,0.003876,0.078544,0.004747,0,0.084112,0.412138,0.061317,0.149758,0.077844,0
0.002849,0.01938,0.001916,0,0,0.004673,1,0,1,0.005988,0
0.034188,0.034884,0.045977,0.000623,0.063291,0.03271,0.375,0.014837,0.333333,0.017964,0
0.02849,0.01938,0.08046,0.001031,0.063291,0.042056,0.333333,0.01787,0.375,0.023952,1
0.014245,0.042636,0.045977,0.00024,0.126582,0.004673,0.5,0.025248,0.333333,0.023952,0
0.014245,0.023256,0.086207,0.000048,0.063291,0.018692,0.305556,0.030084,0.4,0.035928,0
0.014245,0.01938,0.055556,0.000048,0.050633,0.018692,0.28125,0.016149,0.466667,0.047904,0
0.008547,0.007752,0.032567,0.000024,0.025316,0.014019,0.25,0.024756,1,0.035928,0
0.019943,0.031008,0.036398,0.000503,0.050633,0.03271,0.5,0.005656,0.785714,0.023952,0
0.054131,0.077519,0.168582,0.002949,0.189873,0.070093,0.321429,0.064104,0.25,0.101796,1
0.014245,0.054264,0.024904,0.00024,0.126582,0.023364,0.5,0.002705,0.292308,0.005988,0
0.014245,0.046512,0.024904,0,0.126582,0.018692,0.333333,0.007542,0.28,0.011976,0
0.02849,0.034884,0.049808,0,0.075949,0.037383,0.259259,0.01164,0.32,0.017964,0
0.025641,0.077519,0.051724,0.000432,0.126582,0.03271,0.40625,0.023527,0.277778,0.071856,0
0.014245,0.03876,0.04023,0.000096,0.101266,0.018692,0.3125,0.015247,0.44,0.005988,0
0.011396,0.01938,0.015326,0.000048,0.037975,0.004673,0.5,0.01951,0.5,0.035928,0
0.145299,0.096899,0.250958,0.022223,0.189873,0.224299,0.485833,0.07558,0.130719,0.041916,1
0.011396,0.178295,0.022989,0.000144,0.050633,0.014019,1,0.004017,0.625,0.017964,0
0.037037,0.034884,0.10728,0.001055,0.113924,0.004673,0.381944,0.025822,0.384615,0.02994,0
0.017094,0.054264,0.01341,0.000168,0,0.028037,0.4,0.003033,0.375,0.005988,0
0.008547,0.015504,0.057471,0.000024,0.050633,0.014019,0.25,0.027379,1,0.005988,0
0.031339,0.042636,0.103448,0,0.101266,0.037383,0.35,0.024674,0.2,0.05988,0
0.014245,0.015504,0.034483,0.000192,0.050633,0.023364,0.1875,0.014345,0.366667,0.041916,0
0.025641,0.065891,0.065134,0.000623,0.037975,0.037383,0.354167,0.011558,0.375,0.017964,0
0.019943,0.046512,0.044061,0.00012,0.126582,0.03271,0.416667,0.015575,0.314286,0.035928,0
0.042735,0.108527,0.090038,0.001654,0.240506,0.046729,0.317857,0.04279,0.195833,0.017964,0
0.37037,1,0.862069,0.177475,1,0.425234,0.463646,0.450283,0.05155,0.42515,1
0.008547,0.042636,0.02682,0.000072,0.101266,0.009346,0.5,0.004918,0.466667,0.005988,0
0.005698,0.023256,0.003831,0.000024,0.012658,0.009346,1,0.000082,1,0.005988,0
0.002849,0.007752,0.003831,0,0.012658,0,1,0.000574,1,0,0
0.025641,0.077519,0.099617,0.000384,0.253165,0.009346,0.385417,0.032544,0.246914,0.041916,1
0.017094,0.034884,0.02682,0.00012,0.037975,0.023364,0.466667,0.006968,0.4,0.005988,0
0.011396,0.003876,0.015326,0.000096,0,0.018692,0.5,0.00664,0.35,0.005988,0
0.005698,0.01938,0.003831,0.000024,0,0.009346,1,0.000082,1,0.005988,0
0.091168,0.155039,0.308429,0.005658,0.329114,0.079439,0.403226,0.157882,0.192708,0.107784,1
0.008547,0.046512,0.059387,0.000072,0.151899,0.014019,1,0.01246,0.666667,0.05988,0
0.008547,0.015504,0.007663,0.000072,0,0.014019,0.71875,0.001803,0.5,0.011976,0
0.005698,0.034884,0.01341,0.000024,0.101266,0.004673,0.5,0.002295,0.625,0.005988,0
0.02849,0.015504,0.065134,0.000503,0.050633,0.004673,0.424242,0.025576,0.5,0.02994,0
0.011396,0.007752,0.009579,0,0.012658,0.014019,0,0.004754,0.666667,0.017964,0
0.039886,0.077519,0.051724,0,0.012658,0.046729,0.326923,0.03156,0.342857,0.035928,0
0.091168,0.023256,0.101533,0,0.075949,0.079439,0.426523,0.236331,0.204301,0.239521,0
0.022792,0.031008,0.036398,0.00024,0.075949,0.018692,0.383117,0.030986,0.295455,0.065868,0
0.045584,0.069767,0.229885,0.00211,0.164557,0.056075,0.406667,0.071481,0.171875,0.173653,1
0.017094,0.031008,0.090038,0.000216,0.101266,0.014019,0.4,0.02451,0.388889,0.005988,0
0.017094,0.062016,0.095785,0.000024,0.139241,0.009346,0.275,0.044676,0.3,0.02994,0
0.011396,0.015504,0.030651,0.000096,0.050633,0.014019,0.333333,0.00541,0.333333,0.023952,0
0.008547,0.027132,0.015326,0,0.025316,0.014019,0,0.002295,0.666667,0.005988,0
0.002849,0.003876,0.003831,0,0.012658,0.004673,1,0.000328,1,0,0
0.005698,0.027132,0.009579,0.000024,0.063291,0.009346,0.5,0.001721,0.625,0.005988,0
0.014245,0.042636,0.011494,0.000048,0,0.023364,0.375,0.002869,0.466667,0.005988,0
0.017094,0.077519,0.084291,0.00036,0.227848,0.004673,0.557143,0.030412,0.619048,0.005988,0
0.011396,0.007752,0.047893,0,0.012658,0.014019,0.222222,0.016067,0.375,0.011976,0
0.074074,0.073643,0.193487,0.006497,0.202532,0.098131,0.434286,0.064432,0.148,0.05988,0
0.034188,0.054264,0.113027,0.000432,0.113924,0.028037,0.370629,0.128781,0.1875,0.269461,1
0.014245,0.042636,0.011494,0.00024,0,0.023364,1,0.004345,0.65,0.017964,0
0.05698,0.077519,0.204981,0.003404,0.202532,0.037383,0.411483,0.046561,0.216667,0.047904,1
0.008547,0.042636,0.019157,0.000072,0.088608,0.009346,1,0.006558,0.533333,0.005988,0
0.045584,0.011628,0.06705,0.002397,0,0.065421,0.326667,0.055578,0.34375,0.077844,0
0.011396,0.042636,0.047893,0.000144,0.101266,0.009346,1,0.016969,0.625,0.005988,0
0.005698,0.011628,0.005747,0.000024,0.025316,0.009346,1,0.000574,0.625,0.005988,0
0.031339,0.007752,0.030651,0.000839,0.025316,0.051402,0.3,0.004181,0.424242,0.005988,0
0.005698,0.01938,0.011494,0.000024,0.025316,0.009346,1,0.005246,0.625,0.041916,0
0.074074,0.077519,0.124521,0.00175,0.164557,0,0.337778,0.107386,0.274038,0.173653,1
0.022792,0.015504,0.019157,0.000096,0,0.037383,0.25,0.006066,0.75,0.011976,0
0.022792,0.03876,0.049808,0,0.101266,0.028037,0.142857,0.01246,0.40625,0.023952,0
0.014245,0.01938,0.063218,0,0.063291,0.014019,0.361842,0.035249,0.5,0.011976,0
0.034188,0.027132,0.05364,0.000384,0.025316,0.046729,0.272727,0.021067,0.270833,0.02994,0
0.045584,0.003876,0.065134,0.000096,0,0.009346,0.258333,0.021149,0.3875,0.02994,0
0.737892,0.321705,1,0.4069,0.481013,1,0.459918,0.814083,0.072058,0.179641,1
0.014245,0.042636,0.019157,0.000048,0.075949,0.014019,0.3125,0.010411,0.44,0.017964,0
0.05698,0.081395,0.124521,0.0035,0.202532,0.03271,0.430622,0.028773,0.191667,0.02994,1
0.017094,0.062016,0.06705,0.000216,0.202532,0.018692,0.475,0.013198,0.190476,0.02994,0
0.045584,0.054264,0.181992,0.001918,0.177215,0.004673,0.395833,0.045741,0.3125,0.02994,0
0.011396,0.007752,0.011494,0,0,0.014019,1,0.006722,0.5625,0.017964,0
0.119658,0.085271,0.201149,0.007791,0.21519,0.065421,0.375,0.170096,0.20122,0.137725,1
0.014245,0.01938,0.024904,0.000096,0.037975,0.018692,0.4375,0.004181,0.5,0.005988,0
0.011396,0.027132,0.038314,0,0.075949,0.014019,0,0.006394,0.5,0.017964,1
0.011396,0.023256,0.047893,0.000144,0.075949,0.014019,1,0.010083,0.5,0.035928,0
0.005698,0.031008,0.003831,0.000024,0.012658,0.009346,1,0.000082,0.7,0.005988,0
0.034188,0.046512,0.08046,0.001055,0.113924,0.014019,0.441558,0.017215,0.236111,0.011976,0
0.025641,0.077519,0.082375,0,0.139241,0.014019,0.399038,0.038118,0.365079,0.023952,0
0.014245,0.027132,0.065134,0.000048,0.075949,0.004673,0.4,0.016559,0.35,0.005988,0
0.011396,0.034884,0.017241,0.000096,0.075949,0.009346,0.5,0.003771,0.6,0.011976,0
0.014245,0.027132,0.088123,0.000096,0.088608,0.004673,0.284091,0.032298,0.5,0.035928,0
0.002849,0.007752,0.003831,0,0.012658,0.004673,1,0.00041,1,0,0
0.014245,0.011628,0.061303,0.000192,0.037975,0.018692,0.25,0.02451,0.375,0.065868,0
0.037037,0.027132,0.063218,0.000623,0.025316,0.056075,0.302083,0.021313,0.252747,0.041916,0
0.011396,0.034884,0.024904,0,0.012658,0.014019,0.611111,0.005738,0.5,0.005988,0
0.034188,0.015504,0.055556,0.000959,0.050633,0.037383,0.419192,0.017624,0.319444,0.02994,0
0.005698,0.027132,0.011494,0.000024,0.075949,0.004673,1,0.002213,0.625,0.005988,0
0.025641,0.054264,0.055556,0,0.113924,0.018692,0.354167,0.014673,0.333333,0.017964,0
0.031339,0.046512,0.105364,0.000503,0.139241,0.023364,0.375,0.018854,0.295455,0.011976,0
0.008547,0.046512,0.038314,0.000072,0.139241,0.004673,0.5,0.024018,0.533333,0.005988,0
0.005698,0.01938,0.005747,0.000024,0.025316,0.009346,1,0.000984,0.75,0,0
0.059829,0.065891,0.128352,0.000096,0.139241,0.088785,0.382143,0.040249,0.19375,0.035928,0
0.039886,0.054264,0.181992,0.001223,0.164557,0.018692,0.391026,0.063284,0.214286,0.035928,0
0.005698,0.046512,0.019157,0.000024,0.139241,0.004673,0.5625,0.011066,0.625,0.005988,0
0.017094,0.03876,0.055556,0.00012,0.113924,0.004673,0.35,0.011312,0.388889,0.011976,0
0.017094,0.034884,0.055556,0.00012,0.075949,0.014019,0.333333,0.011476,0.5,0.005988,0
0.02849,0.042636,0.045977,0.001079,0.088608,0.03271,1,0.008033,0.328571,0.011976,0
0.054131,0.077519,0.111111,0.00223,0.164557,0.079439,0.375,0.036888,0.240602,0.077844,0
1,0.197674,0.848659,1,0.64557,0.411215,0.301429,1,0.126306,0.107784,0
0.037037,0.22093,0.05364,0,0.025316,0.060748,0,0.013116,0.487179,0.011976,0
0.071225,0.112403,0.166667,0.004603,0.278481,0.046729,0.423611,0.040659,0.146667,0.035928,1
0.017094,0.027132,0.02682,0.00036,0.050633,0.018692,0.5,0.011968,0.5,0.005988,0
0.039886,0.054264,0.030651,0.002182,0.025316,0.065421,1,0.003033,0.414286,0.005988,0
0.031339,0.023256,0.044061,0.000551,0.050633,0.046729,0.266667,0.040413,0.272727,0.083832,0
0.022792,0.023256,0.114943,0.000479,0.075949,0.014019,0.4,0.024018,0.375,0.02994,0
0.245014,0.034884,0.185824,0.087479,0.113924,0.392523,1,0.058038,0.056202,0.017964,0
0.005698,0.015504,0.007663,0.000024,0.037975,0.009346,1,0.000738,0.75,0.005988,0
0.019943,0.03876,0.057471,0,0.113924,0.009346,0.310606,0.050496,0.265306,0.053892,0
0.037037,0.054264,0.237548,0.000192,0.177215,0.014019,0.471667,0.14329,0.171598,0.131737,0
0.008547,0.031008,0.02682,0.000072,0.037975,0.014019,1,0.003689,0.833333,0.005988,0
