f1,f4,f5,f6,f8,f9,f10,f11,f15,f19,class
0.023077,0.00578,0.01023,0.000135,0.014706,0.016393,0.714286,0.437895,1,0.007246,1
0.038462,0.115607,0.084399,0,0.294118,0.032787,0.25,0.04117,0.333333,0.043478,0
0.1,0.063584,0.138107,0.01028,0.147059,0.07377,0.4375,0.086784,0.208333,0.036232,1
0.215385,0.069364,0.265985,0.030028,0.161765,0.139344,0.427984,0.580117,0.196296,0.021739,1
0.030769,0.040462,0.033248,0.000812,0.102941,0.02459,1,0.018947,0.5,0.007246,1
0.238462,0.127168,0.199488,0.032328,0.191176,0.213115,0.366667,0.25614,0.180108,0.123188,1
0,0.011561,0,0,0,0,1,0,0,0,0
0.061538,0.104046,0.053708,0.001082,0.132353,0.032787,1,0.025731,0.5,0.014493,1
0.023077,0.00578,0.01023,0.000135,0.014706,0.016393,0.711538,0.881637,1,0.007246,0
0.569231,0.271676,0.304348,0.343433,0.25,0.57377,0.483026,0.265731,0.073443,0.115942,1
0.046154,0.098266,0.130435,0.002029,0.25,0.02459,0.6,0.086082,0.5,0.007246,1
0.015385,0.057803,0.02046,0.000135,0.073529,0.008197,1,0.010292,0.5,0.021739,0
0.015385,0.017341,0.015345,0,0.044118,0.016393,0,0.00655,0.666667,0.021739,0
0.030769,0.046243,0.02046,0.000812,0.102941,0.02459,0.5,0.007018,0.4,0.007246,0
0.315385,0.017341,0.143223,0.110104,0.014706,0.336066,1,0.037661,0.153846,0.007246,0
0.246154,0.098266,0.214834,0.047883,0.176471,0.229508,0.44086,0.15345,0.180556,0.072464,1
0.061538,0.098266,0.074169,0,0,0.065574,0.142857,0.027836,0.34375,0.014493,0
0.053846,0.109827,0.097187,0.000947,0.279412,0.040984,0.229167,0.064327,0.285714,0.086957,0
0.192308,0.034682,0.12532,0,0.044118,0.204918,0.260417,0.037661,0.253333,0.014493,1
0.015385,0.075145,0.079284,0,0.191176,0,0.071429,0.05076,1,0.021739,0
0.030769,0.011561,0.015345,0,0,0.032787,0.208333,0.020351,1,0.014493,1
0.1,0.075145,0.089514,0.007845,0.044118,0.106557,0.333333,0.060819,0.307692,0.07971,1
0.823077,0.011561,0.299233,0.767077,0.014706,0.877049,1,0.151579,0.19107,0.007246,1
0.023077,0.00578,0.01023,0.000135,0.014706,0.016393,0.65,0.204678,1,0.007246,0
0.007692,0.028902,0.002558,0,0.029412,0.008197,1,0.000234,1,0.007246,1
0.069231,0.046243,0.030691,0,0,0.057377,0.203125,0.027368,0.5,0.028986,0
0.038462,0.109827,0.040921,0.001082,0,0.02459,0.611842,0.099181,0.416667,0.021739,1
0.046154,0.121387,0.099744,0,0.308824,0.040984,0.2,0.047018,0.361111,0.021739,1
0.023077,0.057803,0.117647,0.000406,0.147059,0.02459,1,0.060117,0.466667,0.007246,1
0.046154,0.196532,0.122762,0.000135,0.411765,0.040984,1,0.065965,0.4,0.057971,1
0.023077,0.011561,0.015345,0,0.029412,0.02459,0,0.005614,0.666667,0.007246,0
0.423077,0.560694,0.296675,0.148925,0.632353,0.081967,0.456019,0.25848,0.149691,0.130435,0
0.215385,0.242775,0.15601,0.050047,0.5,0.213115,0.5,0.124678,0.181548,0.072464,0
0.023077,0.034682,0.017903,0.000135,0.073529,0.02459,1,0.009825,0.833333,0.007246,0
0.023077,0.075145,0.012788,0.000406,0,0.02459,1,0.003743,0.555556,0,0
0.115385,0.075145,0.066496,0.000135,0.029412,0.114754,0.276786,0.111579,0.383333,0.043478,0
0.084615,0.057803,0.074169,0.007169,0.044118,0.090164,0.4,0.02924,0.327273,0.028986,1
0.023077,0.057803,0.086957,0.000406,0.132353,0.008197,1,0.039532,0.666667,0.007246,0
0.007692,0.00578,0.005115,0,0.014706,0.008197,1,0.000936,1,0,1
0.076923,0.052023,0.058824,0.003111,0.117647,0.081967,0.277778,0.020819,0.28,0.014493,0
0.023077,0.086705,0.066496,0,0.220588,0.016393,0,0.04,0.444444,0.043478,1
0.346154,0.346821,0.286445,0.126065,0.602941,0.122951,0.284091,0.275556,0.175926,0.086957,1
0.184615,0.023121,0.076726,0,0,0.172131,0.271739,0.112515,0.316667,0.057971,1
0.023077,0.00578,0.01023,0.000135,0.014706,0.016393,0.65,0.204678,1,0.007246,0
0.5,0.040462,0.345269,0.068714,0.058824,0.483607,0.36875,0.53731,0.151562,0.130435,1
0.030769,0.011561,0.015345,0.000812,0.029412,0.032787,0.5,0.006082,0.5625,0.007246,0
0.046154,0.150289,0.069054,0.002029,0.367647,0.032787,1,0.052865,0.533333,0.043478,1
0.046154,0.052023,0.066496,0.002029,0.132353,0.04918,1,0.037427,0.444444,0.028986,1
0.015385,0.011561,0.005115,0.000135,0,0.016393,1,0.000468,0.666667,0.007246,0
0.023077,0.104046,0.079284,0.000135,0.25,0.02459,1,0.035556,0.5,0.057971,1
0.046154,0.138728,0.079284,0,0.323529,0.04918,0.166667,0.049825,0.305556,0.028986,0
0.315385,0.023121,0.168798,0.100365,0.029412,0.327869,0.475,0.07883,0.148218,0.021739,0
0.1,0.011561,0.069054,0,0.014706,0.106557,0.347222,0.039298,0.4,0.043478,1
0.038462,0.028902,0.017903,0.001353,0.058824,0.040984,1,0.007018,0.25,0.007246,0
