f1,f4,f5,f6,f8,f9,f10,f11,f15,f19,class
0.04878,0.032432,0.055944,0.002071,0.15625,0.051948,0.010526,0.026,0.5,0.038462,0
0.073171,0.113514,0.230769,0.005178,0.65625,0.025974,0.010526,0.176,0.5,0.038462,0
0.02439,0.016216,0.048951,0.000345,0.09375,0.012987,0.010526,0.024,0.666667,0.038462,0
0.317073,0.054054,0.328671,0,0.15625,0.311688,0.000421,0.236,0.258242,0.076923,0
0.04878,0.021622,0.132867,0.002071,0.125,0.038961,0.010526,0.062,0.375,0.038462,0
0.097561,0.032432,0.090909,0.004833,0.1875,0.103896,0.003509,0.07,0.35,0.038462,0
0.158537,0.097297,0.783217,0.026234,0.53125,0.012987,0.004605,1,0.272727,0.384615,0
0.158537,0.356757,0.090909,0.026924,0.03125,0.168831,0.010526,0.013,0.369231,0.038462,1
0.02439,0.021622,0.020979,0,0.0625,0.025974,0,0.012,0.75,0.038462,0
0.073171,0.07027,0.125874,0.004487,0.40625,0.051948,0.004211,0.076,0.333333,0.038462,0
0.304878,0.097297,0.314685,0.086987,0.4375,0.25974,0.003553,0.273,0.24,0.192308,0
0.02439,0.010811,0.041958,0,0.03125,0.025974,0.005263,0.022,0.666667,0.038462,0
0.085366,0.037838,0.174825,0,0.1875,0.064935,0.000877,0.153,0.357143,0.153846,0
0.036585,0.010811,0.041958,0.001036,0.03125,0.038961,0.010526,0.016,0.777778,0,0
0.073171,0.010811,0.174825,0.001726,0,0.064935,0.003684,0.166,0.5,0.038462,0
0.231707,0.108108,0.216783,0.04591,0.5625,0.233766,0.003392,0.17,0.163158,0.076923,0
0.085366,0.059459,0.146853,0.005868,0.15625,0.077922,0.003509,0.09,0.375,0.076923,0
0.036585,0.048649,0.055944,0.000345,0.15625,0.038961,0,0.026,0.5,0.038462,0
0,0.145946,0,0,0.03125,0,0.010526,0,0,0,0
0.02439,0.032432,0.027972,0,0.1875,0.025974,0,0.016,0.666667,0.038462,0
0.146341,0.043243,0.132867,0.020711,0.25,0.116883,0.001914,0.101,0.354167,0.115385,0
0.02439,0.010811,0.048951,0,0.03125,0.025974,0,0.025,0.666667,0.038462,0
0.170732,0.032432,0.202797,0.012081,0.1875,0.168831,0.00081,0.132,0.339286,0.076923,0
0,0.005405,0,0,0,0,0.010526,0,0,0,0
0.134146,0.081081,0.160839,0.016914,0.15625,0.116883,0.003158,0.087,0.327273,0.076923,0
0.158537,0.075676,0.230769,0.023473,0.21875,0.142857,0.004496,0.121,0.283333,0.076923,0
0.036585,0.027027,0.055944,0.001036,0.15625,0.025974,0.010526,0.028,0.5,0.038462,0
0.158537,0.043243,0.202797,0.012427,0.25,0.142857,0.002632,0.158,0.326923,0.153846,0
0.04878,0.027027,0.034965,0,0,0.051948,0.003509,0.028,0.4375,0.038462,0
0.146341,0.059459,0.188811,0.015188,0.3125,0.103896,0.003828,0.124,0.233766,0.115385,0
0.036585,0.021622,0.041958,0,0.0625,0.025974,0.002632,0.033,0.666667,0.076923,0
0.195122,0.043243,0.132867,0.039351,0.1875,0.155844,0.004211,0.09,0.2875,0.038462,0
0.085366,0.016216,0.055944,0.003107,0.03125,0.090909,0.003509,0.04,0.642857,0.076923,0
0.097561,0.059459,0.083916,0.004833,0.03125,0.090909,0.003759,0.056,0.5,0.038462,0
0.012195,0.027027,0.006993,0,0.03125,0.012987,0.010526,0.001,1,0.038462,0
0.036585,0.027027,0.055944,0.001036,0.125,0.038961,0.010526,0.023,0.5,0.038462,0
0.02439,0.005405,0.013986,0.000345,0,0.025974,0.010526,0.002,1,0.038462,0
0.036585,0.021622,0.062937,0,0.125,0.038961,0.002632,0.033,0.555556,0.038462,0
0.02439,0.021622,0.034965,0,0.125,0.025974,0,0.02,0.666667,0.038462,0
0.060976,0.021622,0.06993,0.00069,0.09375,0.064935,0.003289,0.04,0.466667,0.076923,0
0.04878,0.059459,0.160839,0,0.34375,0.012987,0.002632,0.075,0.4375,0.038462,0
0.04878,0.021622,0.06993,0,0.09375,0.051948,0,0.035,0.583333,0.038462,0
0.182927,0.086486,0.146853,0.030721,0.5,0.194805,0.004135,0.105,0.183333,0.076923,0
0.085366,0.027027,0.167832,0.001036,0.15625,0.064935,0.002632,0.141,0.267857,0.115385,0
0.04878,0.032432,0.041958,0,0.1875,0.025974,0.002632,0.03,0.45,0.038462,0
0.182927,0.075676,0.321678,0.032102,0.4375,0.103896,0.004323,0.217,0.261905,0.076923,0
0.02439,0.010811,0.076923,0.000345,0.03125,0.025974,0.010526,0.054,0.666667,0.230769,0
0.012195,0.005405,0.006993,0,0,0.012987,0.010526,0.001,1,0.038462,0
0.597561,0.07027,0.678322,0.403866,0.375,0.597403,0.003765,0.378,0.121088,0.076923,0
0.109756,0.032432,0.104895,0.002761,0.1875,0.116883,0.003509,0.087,0.333333,0.038462,0
0.109756,0.118919,0.132867,0.005523,0.21875,0.077922,0.003728,0.077,0.288889,0.076923,0
0.060976,0.043243,0.216783,0.00069,0.25,0.038961,0.002632,0.122,0.4,0.115385,1
0.02439,0.021622,0.048951,0,0.0625,0.025974,0,0.025,0.666667,0.038462,0
0.036585,0.021622,0.055944,0,0.09375,0.038961,0.002632,0.032,0.555556,0.038462,0
0.02439,0.010811,0.132867,0.000345,0.03125,0.025974,0.010526,0.121,0.666667,0.5,0
0.121951,0.081081,0.195804,0.010701,0.46875,0.090909,0.004288,0.097,0.222222,0.038462,0
0.085366,0.043243,0.111888,0,0.15625,0.064935,0.001754,0.067,0.357143,0.038462,0
0.195122,0.07027,0.251748,0.026924,0.375,0.12987,0.003947,0.188,0.2375,0.115385,0
0.121951,0.064865,0.118881,0.007249,0.375,0.116883,0.003509,0.08,0.333333,0.038462,0
0.121951,0.086486,0.153846,0.014843,0.4375,0.103896,0.001754,0.093,0.4,0.038462,0
0.036585,0.027027,0.020979,0.001036,0.03125,0.038961,0.010526,0.003,0.833333,0.038462,0
0.04878,0.032432,0.076923,0.002071,0.0625,0.038961,0.010526,0.036,0.5625,0.076923,0
0.02439,0.016216,0.041958,0.000345,0.09375,0.025974,0.010526,0.014,0.666667,0.038462,0
0.121951,0.021622,0.097902,0.011391,0.125,0.12987,0.00117,0.058,0.6,0.038462,0
0.012195,0.010811,0.013986,0,0.03125,0.012987,0.010526,0.007,1,0,0
0.158537,0.086486,0.300699,0.025544,0.46875,0.116883,0.004532,0.223,0.21978,0.076923,0
0.146341,0.021622,0.104895,0.015878,0.125,0.142857,0.004187,0.073,0.266667,0.038462,0
0.109756,0.027027,0.111888,0.012427,0.09375,0.116883,0.010526,0.069,0.194444,0.038462,0
0.04878,0.021622,0.055944,0,0.0625,0.051948,0,0.028,0.75,0.038462,0
0.207317,0.454054,0.118881,0.046945,0.21875,0.220779,0.010526,0.017,0.222222,0.038462,1
0.012195,0,0.013986,0,0,0.012987,0.010526,0.022,1,0,0
0.036585,0.037838,0.041958,0,0.125,0.038961,0,0.024,0.666667,0.038462,0
0.134146,0.086486,0.314685,0.011391,0.4375,0.064935,0.003789,0.302,0.3,0.192308,0
0.060976,0.043243,0.13986,0,0.1875,0.038961,0,0.072,0.5,0.038462,0
0.073171,0.027027,0.181818,0.000345,0.125,0.064935,0.005263,0.145,0.36,0.384615,0
0.134146,0.032432,0.202797,0.005868,0.1875,0.103896,0.003333,0.16,0.30303,0.192308,0
0.182927,0.005405,0.125874,0.032793,0,0.155844,0.001504,0.106,0.377778,0.038462,0
0.04878,0.016216,0.076923,0,0,0.051948,0.001754,0.031,0.625,0.038462,0
0.02439,0.010811,0.048951,0,0.03125,0.025974,0,0.025,0.666667,0.038462,0
1,0.118919,1,1,0.5625,1,0.005026,0.935,0.114447,1,0
