f1,f4,f5,f6,f8,f9,f10,f11,f15,f19,class
0.28,0.195652,0.366667,0.083203,0.6,0.255814,0.438462,0.219484,0.442308,0.136364,1
0.22,0.130435,0.3,0.029827,0.4,0.255814,0.455556,0.232394,0.30303,0.318182,1
0.16,0.152174,0.466667,0.021978,0.466667,0.046512,0.375,0.360329,0.238095,0.181818,0
0.12,0.043478,0.166667,0,0.066667,0.116279,0,0.076291,0.375,0.090909,0
0.26,0.086957,0.444444,0.012559,0.266667,0.046512,0.348958,0.60446,0.15,0.318182,1
0.1,0.021739,0.155556,0.012559,0.066667,0.046512,0.4375,0.051643,0.333333,0.045455,0
0.08,0,0.144444,0,0,0.046512,0,0.187793,0.583333,0.136364,0
0.1,0.086957,0.066667,0.015699,0.133333,0.116279,0.625,0.014085,0.466667,0.045455,0
0.06,0.195652,0.111111,0,0.066667,0.023256,0,0.056338,1,0.045455,0
0.02,0.086957,0.011111,0,0.066667,0.023256,1,0,1,0.045455,1
0.04,0.043478,0.044444,0.00157,0.066667,0.023256,1,0.008216,0.75,0.045455,0
0.18,0.086957,0.411111,0.012559,0.266667,0.162791,0.411458,0.367371,0.21875,0.318182,0
0.08,0.021739,0.122222,0.00314,0,0.046512,0.388889,0.070423,0.5,0.272727,0
0.38,0.173913,0.4,0.22135,0.466667,0.348837,0.432099,0.267606,0.355556,0.181818,1
0.16,0.130435,0.344444,0.034537,0.4,0.046512,0.471429,0.379108,0.285714,0.227273,1
0.12,0.065217,0.088889,0.023548,0.2,0.139535,0.5,0.038732,0.5,0.090909,0
0.14,0.043478,0.233333,0.026688,0.133333,0.046512,0.333333,0.10446,0.277778,0.090909,0
0.16,0.108696,0.433333,0.037677,0.333333,0.046512,0.357143,0.383803,0.214286,0.090909,1
0.02,0.043478,0.033333,0,0.066667,0,1,0.007042,1,0,0
0.36,0.608696,0.866667,0.211931,1,0.209302,0.468137,0.836854,0.277778,0.454545,1
0.08,0.065217,0.222222,0.009419,0.2,0.046512,0.333333,0.079812,0.333333,0.090909,0
0.22,0.673913,0.155556,0.023548,0,0.209302,0.396154,0.203052,0.35,0.318182,1
0.04,0.304348,0.022222,0.00157,0.066667,0.046512,1,0.001174,0.75,0.045455,0
0.12,0.195652,0.233333,0,0.133333,0.116279,0.44,0.334507,0.466667,0.272727,0
0.2,0.065217,0.188889,0,0.066667,0.209302,0.277778,0.284038,0.466667,0.227273,0
0.3,0.913043,0.533333,0.120879,0.533333,0.209302,0.449248,0.355634,0.196429,0.181818,1
0.08,0.043478,0.211111,0.006279,0.066667,0.046512,0.333333,0.161972,0.555556,0.136364,1
0.2,0.152174,0.466667,0.061224,0.4,0.139535,0.322222,0.383803,0.314286,0.409091,0
0.08,0,0.111111,0.006279,0,0.069767,0.166667,0.132629,0.333333,0.181818,0
0.18,0.108696,0.211111,0.015699,0.133333,0.162791,0.1875,0.139671,0.4375,0.181818,0
0.04,0.152174,0.077778,0.00157,0.466667,0.046512,1,0.016432,0.666667,0.045455,1
0.14,0.043478,0.144444,0,0.066667,0.162791,0.166667,0.287559,0.52381,0.318182,0
0.04,0.086957,0.044444,0.00157,0.133333,0.023256,1,0.010563,0.75,0.045455,0
0.2,0.043478,0.411111,0.036107,0.133333,0.162791,0.416667,0.352113,0.2,0.181818,0
0.32,0.217391,0.533333,0.053375,0.666667,0.372093,0.441667,0.374413,0.25,0.227273,1
0.08,0.065217,0.166667,0.006279,0.066667,0.093023,0.166667,0.092723,0.357143,0.090909,0
0.08,0.152174,0.3,0.006279,0.466667,0.046512,0.333333,0.156103,0.333333,0.136364,0
0.04,0.043478,0.177778,0.00157,0.133333,0.046512,1,0.116197,0.75,0.136364,0
