f1,f4,f5,f6,f8,f9,f10,f11,f15,f19,class
0.056738,0.020566,0.108392,0.002859,0.101449,0.007692,1,0.225529,0.347222,0.21875,1
0.035461,0.023136,0.059441,0.001021,0.115942,0.015385,1,0.055524,0.45,0.0625,0
0.007092,0,0.003497,0,0,0.007692,1,0.000572,1,0.03125,0
0.092199,0.105398,0.255245,0.005106,0.594203,0.038462,0.446429,0.196909,0.25,0.15625,0
0.049645,0.015424,0.045455,0.001736,0.028986,0.053846,0.375,0.026331,0.428571,0.03125,0
0.042553,0.028278,0.048951,0.001532,0.057971,0.038462,1,0.029765,0.541667,0.0625,0
0.070922,0.028278,0.087413,0.004596,0.15942,0.061538,0.5,0.057813,0.314815,0.03125,0
0.12766,0.07455,0.206294,0.012153,0.405797,0.046154,0.352941,0.200343,0.235294,0.1875,0
0.219858,0.025707,0.171329,0.038705,0.028986,0.223077,0.427778,0.18775,0.3,0.25,1
0.035461,0.030848,0.090909,0.000204,0.144928,0.023077,0.291667,0.088151,0.5,0.03125,0
0.042553,0.03856,0.087413,0.000511,0.188406,0.023077,0.3,0.050372,0.416667,0.03125,1
0.007092,0.002571,0.006993,0,0.014493,0.007692,1,0.004007,1,0,0
0.014184,0.020566,0.038462,0,0.115942,0.015385,0,0.021179,0.666667,0.03125,0
0.06383,0.03599,0.13986,0.002247,0.173913,0.061538,0.354167,0.139668,0.259259,0.34375,0
0.014184,0.007712,0.013986,0.000102,0.028986,0.015385,1,0.005724,0.666667,0.03125,0
0.028369,0.010283,0.024476,0.000408,0.014493,0.015385,0.458333,0.032055,0.444444,0.03125,0
0.06383,0.012853,0.083916,0,0.057971,0.069231,0,0.121923,0.37037,0.03125,0
0.099291,0.041131,0.111888,0.007047,0.188406,0.069231,0.428571,0.094448,0.221154,0.09375,0
0.014184,0.007712,0.013986,0.000102,0.014493,0.015385,1,0.006869,0.833333,0,0
0.028369,0.023136,0.041958,0.000204,0.101449,0.023077,0.333333,0.029765,0.4,0.03125,0
0.12766,0.012853,0.171329,0.008885,0.057971,0.1,0.347059,0.181454,0.317647,0.15625,0
0.035461,0.005141,0.024476,0.000408,0.028986,0.030769,0.25,0.01431,0.6,0.03125,0
0.014184,0.015424,0.020979,0,0.072464,0.015385,0,0.017745,0.625,0.03125,0
0,0.005141,0,0,0.014493,0,1,0,0,0,0
0.021277,0.010283,0.024476,0,0.043478,0.015385,0,0.015455,0.666667,0.03125,0
0.049645,0.023136,0.055944,0.002145,0.086957,0.053846,1,0.025758,0.392857,0.03125,1
0.035461,0.020566,0.059441,0,0.101449,0.030769,0.208333,0.046938,0.5,0.03125,0
0.021277,0.020566,0.052448,0.000306,0.115942,0.007692,1,0.029765,0.666667,0.03125,0
0.049645,0.017995,0.090909,0,0.086957,0.038462,0.083333,0.087006,0.357143,0.125,0
0.021277,0.017995,0.034965,0.000306,0.043478,0.015385,1,0.018317,0.666667,0.03125,0
0.078014,0.020566,0.08042,0.005208,0.115942,0.084615,0.3,0.054951,0.345455,0.03125,1
0.014184,0.015424,0.034965,0,0.072464,0.015385,0,0.026331,0.666667,0.03125,0
0.028369,0.005141,0.017483,0,0,0.030769,0.166667,0.012021,0.75,0.03125,0
0.042553,0.041131,0.181818,0.000919,0.144928,0.023077,0.3,0.170006,0.35,0.21875,0
0.06383,0.023136,0.06993,0.002655,0.130435,0.046154,0.421875,0.046365,0.325,0.0625,0
0.021277,0.012853,0.031469,0.000102,0.072464,0.023077,0.25,0.016027,0.555556,0.03125,1
0.014184,0.007712,0.024476,0,0.028986,0.015385,0,0.012021,0.666667,0.03125,0
0.014184,0.012853,0.038462,0,0.057971,0.015385,0,0.022324,0.666667,0.03125,0
0.021277,0.007712,0.073427,0.000102,0.028986,0.007692,0.25,0.050372,0.5,0.15625,0
0.163121,0.056555,0.13986,0.025225,0.304348,0.176923,0.462121,0.067544,0.178744,0.03125,0
0.021277,0.015424,0.024476,0,0.072464,0.023077,0,0.0166,0.533333,0.03125,0
0.070922,0.023136,0.06993,0.004187,0.130435,0.053846,0.333333,0.054951,0.314286,0.0625,0
0.035461,0.03599,0.101399,0,0.202899,0.015385,0.25,0.073841,0.4375,0.15625,0
0.014184,0.005141,0.017483,0.000102,0.028986,0.007692,1,0.008586,0.625,0.03125,0
0.021277,0.012853,0.041958,0,0.057971,0.023077,0.125,0.03091,0.466667,0.0625,0
0.191489,0.030848,0.248252,0.035641,0.043478,0.184615,0.403846,0.167144,0.08284,0.03125,1
0.148936,0.048843,0.181818,0.01634,0.275362,0.1,0.43125,0.164282,0.166667,0.15625,0
