f1,f4,f5,f6,f8,f9,f10,f11,f15,f19,class
0.007282,0.035714,0.021825,0,0.1,0.020513,0.3125,0.007673,0.325,0.071856,0
0.053398,0.035714,0.144841,0.01614,0.116667,0.030769,0.421488,0.022044,0.166008,0.047904,1
0.004854,0.066327,0.017857,0.000223,0.15,0.010256,1,0.002967,0.6,0.005988,0
0.11165,0.510204,0.34127,0.078022,0.383333,0.210256,0.474638,0.086057,0.118012,0.095808,1
0,0.158163,0,0,0.016667,0.005128,1,0,1,0.005988,0
0.007282,0.02551,0.029762,0,0.016667,0.015385,0.547619,0.009199,0.333333,0.371257,1
0.002427,0.035714,0.013889,0.000074,0.116667,0.005128,1,0.002077,0.625,0.005988,0
0.048544,0.178571,0.27381,0.005504,0.35,0.071795,0.283333,0.033236,0.206349,0.173653,1
0.01699,0.02551,0.059524,0.001488,0.066667,0.005128,0.380952,0.005087,0.5,0.005988,0
0.012136,0.153061,0.02381,0.000669,0.016667,0.030769,0.2,0.001865,0.583333,0.005988,0
0.031553,0.066327,0.170635,0.003793,0.216667,0.005128,0.408654,0.021027,0.5,0.017964,1
0.004854,0.020408,0.051587,0.000223,0.083333,0.015385,0.5,0.004621,0.666667,0.005988,1
0.007282,0.005102,0.009921,0,0,0.015385,1,0.003476,0.5625,0.017964,0
0.050971,0.142857,0.186508,0.01019,0.366667,0.082051,0.392857,0.051634,0.209524,0.083832,1
0.009709,0.02551,0.02381,0.000298,0.05,0.020513,0.4375,0.002162,0.5,0.005988,0
0.014563,0.071429,0.115079,0.000372,0.25,0.010256,0.316667,0.016448,0.371429,0.047904,0
0.007282,0.030612,0.037698,0,0.1,0.015385,0,0.003307,0.5,0.017964,0
0.031553,0.035714,0.061508,0.002157,0.116667,0.05641,0.326923,0.020518,0.223214,0.047904,1
0,0.045918,0.001984,0,0.016667,0.005128,1,0.000466,1,0,0
0.007282,0.02551,0.031746,0,0.083333,0.010256,0.25,0.002544,0.416667,0.011976,0
0.063107,0.030612,0.075397,0.006471,0.1,0.097436,0.436966,0.056849,0.230453,0.08982,1
0,0.035714,0,0,0.016667,0.005128,1,0,1,0.005988,0
0,0.015306,0.001984,0,0.033333,0.005128,1,0.00017,1,0,0
0.012136,0.015306,0.011905,0,0.016667,0.030769,0.066667,0.00496,0.5,0.023952,0
0.043689,0.056122,0.117063,0.009297,0.133333,0.035897,0.458333,0.014202,0.197368,0.017964,0
0.01699,0.071429,0.061508,0,0.15,0.015385,0.383117,0.015049,0.375,0.005988,0
0.004854,0.015306,0.013889,0,0.05,0,0.375,0.006359,0.444444,0.107784,0
0.009709,0.030612,0.065476,0.000149,0.1,0.005128,0.4,0.008521,0.35,0.005988,0
