f1,f4,f5,f6,f8,f9,f10,f11,f15,f19,class
0.130081,0.035088,0.146479,0.016998,0.078125,0.09322,0.388889,0.146306,0.344444,0.011628,0
0.097561,0.134503,0.064789,0,0.125,0.101695,0.181818,0.042828,0.21875,0.05814,0
0.430894,0.19883,0.422535,0.206708,0.234375,0.415254,0.500801,0.60046,0.125,0.569767,1
0.398374,0.251462,0.28169,0.178479,0.1875,0.389831,0.5,0.213567,0.122222,0.186047,0
0.00813,0.02924,0.002817,0,0.015625,0.008475,1,0.000287,1,0.011628,0
0.073171,0.046784,0.025352,0.005464,0.015625,0.076271,1,0.002587,0.333333,0.011628,0
0.056911,0.105263,0.078873,0.002277,0.21875,0.050847,0.25,0.047715,0.314286,0.011628,1
0.065041,0.023392,0.061972,0.00425,0.046875,0.059322,1,0.050877,0.375,0.011628,0
0.065041,0.005848,0.022535,0.00425,0.015625,0.067797,1,0.0023,0.28125,0.011628,0
0.04065,0.017544,0.04507,0.000607,0.03125,0.042373,0,0.03708,0.4,0.05814,0
0.04065,0.005848,0.016901,0,0,0.042373,0.125,0.009198,0.533333,0.023256,0
0.268293,0.660819,0.149296,0.07983,0.328125,0.271186,0.499023,0.086232,0.234375,0.023256,0
0.056911,0.040936,0.050704,0,0.09375,0.042373,0.25,0.044553,0.458333,0.046512,1
0.089431,0.011696,0.056338,0,0.015625,0.076271,0.1,0.181661,0.381818,0.011628,0
0.01626,0.005848,0.008451,0.000152,0.015625,0.016949,1,0.002012,0.75,0.011628,0
0.01626,0.02924,0.019718,0.000152,0.078125,0.016949,1,0.004312,0.75,0.011628,0
0.121951,0.321637,0.270423,0.003491,0.859375,0.076271,0.39916,0.37597,0.214286,0.162791,0
0.00813,0,0.005634,0,0,0.008475,1,0.00115,1,0,0
0.390244,0.046784,0.298592,0.058886,0.109375,0.220339,0.447851,0.667146,0.236702,0.244186,0
0.02439,0.017544,0.011268,0.000455,0.03125,0.025424,1,0.0023,0.666667,0.011628,0
0.073171,0.017544,0.067606,0,0.03125,0,0.446429,0.101466,0.62963,0.034884,0
0.056911,0.087719,0.101408,0,0.234375,0.050847,0.407407,0.06956,0.285714,0.034884,0
0.130081,0.023392,0.067606,0.018212,0.03125,0.118644,1,0.065824,0.304688,0.011628,0
0.03252,0.391813,0.011268,0.000911,0,0.033898,1,0.00115,0.583333,0.011628,0
0.04878,0.05848,0.123944,0.002277,0.15625,0.042373,0.5,0.176775,0.375,0.081395,1
0.04065,0.099415,0.016901,0.001518,0.03125,0.042373,1,0.0023,0.4,0.011628,0
0.04065,0.023392,0.047887,0.001518,0.0625,0.042373,1,0.02127,0.466667,0.186047,0
0.065041,0.005848,0.059155,0.00425,0,0.059322,0.571429,0.078471,0.225,0.023256,0
0.04065,0.076023,0.064789,0.000607,0.203125,0.025424,0.375,0.072147,0.44,0.116279,1
0,0.035088,0,0,0.015625,0,1,0.054039,0,0,0
0.113821,0.087719,0.101408,0.005919,0.1875,0.118644,0.413462,0.098592,0.196429,0.023256,0
0.00813,0,0.005634,0,0,0.008475,1,0.0023,1,0,0
0.081301,0.070175,0.166197,0,0.078125,0.059322,0.152778,0.171314,0.44,0.011628,0
0.03252,0.02924,0.033803,0,0.0625,0.016949,0.318182,0.051452,0.55,0.011628,0
0.03252,0.122807,0.073239,0,0.328125,0.025424,0.166667,0.035355,0.4,0.023256,0
0.065041,0.011696,0.033803,0,0,0.067797,0.261905,0.062374,0.583333,0.046512,0
0.02439,0.035088,0.019718,0.000455,0.078125,0.025424,1,0.011498,0.555556,0.011628,0
0.04065,0.111111,0.061972,0.000607,0.296875,0.042373,0.25,0.064674,0.4,0.151163,0
0.04878,0.023392,0.047887,0,0.015625,0.050847,0.35,0.052601,0.722222,0.081395,0
0.01626,0.02924,0.016901,0.000152,0.078125,0.016949,1,0.004024,0.75,0.011628,0
0.089431,0.023392,0.050704,0.000759,0.03125,0.067797,0.357143,0.071285,0.366667,0.05814,0
0.01626,0.011696,0.008451,0.000152,0,0,0.5,0.010923,1,0.023256,0
0.121951,0.046784,0.070423,0.007437,0.09375,0.101695,0.416667,0.039954,0.208333,0.069767,0
0.056911,0.081871,0.056338,0,0.203125,0.059322,0,0.02127,0.25974,0.011628,0
0.089431,0.070175,0.056338,0,0.109375,0.09322,0.1,0.025295,0.227273,0.034884,0
0.121951,0.152047,0.2,0,0.390625,0.127119,0.267857,0.143432,0.193939,0.023256,0
0.02439,0.035088,0.028169,0.000455,0.078125,0.008475,1,0.008623,0.583333,0.011628,0
0.02439,0.02924,0.016901,0.000152,0.0625,0.016949,0.25,0.008048,0.625,0.023256,0
0.073171,0.081871,0.121127,0,0.1875,0.067797,0.291667,0.122449,0.277778,0.162791,1
0.065041,0.02924,0.047887,0,0.03125,0.067797,0,0.01351,0.416667,0.011628,0
0.01626,0.035088,0.022535,0.000152,0.078125,0,1,0.005461,0.666667,0.011628,0
